Complaint ID,Date received,Product,Sub-product,Issue,Sub-issue,Company,State,Submitted via,Date sent to company,Company response to consumer,Timely response?,Rating
11092706,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,5
11092710,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,4
11092711,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes,2
11092714,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,2
11093035,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,3
10904076,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,PR,Web,11/23/2024,In progress,Yes,3
10904316,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,MI,Web,11/23/2024,In progress,Yes,1
11093036,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093040,12/10/2024,Mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Mr. Cooper Group Inc.,NC,Phone,12/10/2024,Closed with explanation,Yes,5
11093044,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes,1
11093048,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes,3
11093050,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,CA,Web,12/10/2024,In progress,Yes,2
11093052,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/10/2024,In progress,Yes,3
11093051,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093053,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",AL,Web,12/10/2024,In progress,Yes,5
10904317,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,4
10904319,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes,3
10904321,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,ZuntaFi Corp,SC,Web,11/23/2024,Closed with explanation,Yes,4
10904322,11/23/2024,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,CAPITAL ONE FINANCIAL CORPORATION,CA,Web,11/23/2024,In progress,Yes,2
10904323,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,3
11093054,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Web,12/10/2024,In progress,Yes,3
11093055,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,IN,Web,12/10/2024,In progress,Yes,2
11093061,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,VA,Web,12/10/2024,In progress,Yes,4
11093062,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,4
11093065,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,5
11093069,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,CA,Web,12/10/2024,In progress,Yes,4
11093068,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,1
11093070,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NC,Web,12/10/2024,In progress,Yes,2
11093072,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,3
11093073,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes,4
11093074,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,5
10904324,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,5
10904327,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,AL,Web,11/23/2024,In progress,Yes,1
11093079,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes,2
11093081,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,Experian Information Solutions Inc.,MA,Web,12/10/2024,In progress,Yes,3
11093080,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,1
11093088,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,2
11093091,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,ALLY FINANCIAL INC.,FL,Web,12/10/2024,In progress,Yes,2
11093094,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,3
11093095,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes,2
11093099,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,Web,12/10/2024,In progress,Yes,4
10904200,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes,2
11093103,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",VA,Web,12/10/2024,In progress,Yes,4
11093104,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,4
11093105,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,2
11093109,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",MD,Web,12/10/2024,In progress,Yes,3
11093112,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes,4
11093117,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,5
11093119,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,VA,Web,12/10/2024,In progress,Yes,1
11092305,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,5
11092306,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,3
11092307,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",SC,Web,12/10/2024,In progress,Yes,1
11093118,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes,4
10904205,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,AZ,Web,11/23/2024,In progress,Yes,3
10904212,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,DISCOVER BANK,DC,Web,11/23/2024,In progress,Yes,2
10904234,11/23/2024,Vehicle loan or lease,Loan,Repossession,Company explaining amount owed,CAPITAL ONE FINANCIAL CORPORATION,CA,Web,11/23/2024,In progress,Yes,2
11093488,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,5
11093316,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093318,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,Web,12/10/2024,In progress,Yes,4
11093176,12/10/2024,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,CAPITAL ONE FINANCIAL CORPORATION,FL,Phone,12/10/2024,In progress,Yes,5
11093179,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",VA,Web,12/10/2024,In progress,Yes,1
11093182,12/10/2024,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,Experian Information Solutions Inc.,IL,Web,12/10/2024,In progress,Yes,3
11093185,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093191,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,4
11093192,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,Web,12/10/2024,In progress,Yes,5
11093197,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes,3
11093199,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Experian Information Solutions Inc.,IL,Web,12/10/2024,In progress,Yes,3
11093203,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,1
10904244,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Experian Information Solutions Inc.,MI,Web,11/23/2024,In progress,Yes,5
10904253,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Unable to get your credit report or credit score,Other problem getting your report or credit score,"CBC Companies, Inc.",TX,Web,11/23/2024,In progress,Yes,5
10904260,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,FL,Web,11/23/2024,In progress,Yes,2
10904263,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Unable to get your credit report or credit score,Other problem getting your report or credit score,Advanced Resolution Services Inc.,TX,Web,11/23/2024,Closed with explanation,Yes,4
